"no_of_dependents","education","self_employed","income_annum","loan_amount","loan_term","cibil_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
4.0,"1","0",7800000.0,2.86E7,2.0,703.0,500000.0,1.24E7,2.95E7,1.05E7,"1"
2.0,"1","1",4500000.0,1.26E7,2.0,568.0,6900000.0,3900000.0,1.78E7,2900000.0,"1"
3.0,"1","0",2400000.0,5900000.0,2.0,425.0,1100000.0,500000.0,7400000.0,2500000.0,"0"
0.0,"0","0",3900000.0,1.13E7,12.0,305.0,5000000.0,5900000.0,8800000.0,2100000.0,"0"
5.0,"1","1",9600000.0,2.06E7,6.0,456.0,1.73E7,1.1E7,2.17E7,1.16E7,"0"
4.0,"0","0",900000.0,2600000.0,2.0,602.0,600000.0,800000.0,3200000.0,1000000.0,"1"
3.0,"1","1",1100000.0,3800000.0,20.0,814.0,1400000.0,1500000.0,3200000.0,1100000.0,"1"
4.0,"0","0",6400000.0,2.49E7,2.0,640.0,1.0E7,5700000.0,1.87E7,6300000.0,"1"
2.0,"1","0",4600000.0,1.5E7,4.0,817.0,7200000.0,2400000.0,1.3E7,6600000.0,"1"
4.0,"1","0",7600000.0,2.98E7,20.0,361.0,1.38E7,5800000.0,1.53E7,5900000.0,"0"
5.0,"0","0",6800000.0,2.01E7,14.0,839.0,1900000.0,600000.0,1.56E7,7500000.0,"1"
5.0,"1","0",7100000.0,2.7E7,20.0,592.0,5100000.0,9600000.0,2.02E7,7600000.0,"1"
4.0,"0","1",6700000.0,2.47E7,6.0,498.0,1.29E7,700000.0,1.88E7,8400000.0,"0"
5.0,"0","1",5800000.0,1.24E7,6.0,847.0,5100000.0,9000000.0,1.41E7,7600000.0,"1"
0.0,"1","1",8600000.0,2.94E7,16.0,643.0,1000000.0,1.41E7,3.3E7,1.23E7,"1"
0.0,"1","1",3500000.0,1.06E7,4.0,389.0,8300000.0,4800000.0,9100000.0,2500000.0,"1"
2.0,"1","1",4800000.0,1.75E7,20.0,381.0,400000.0,6900000.0,1.34E7,7000000.0,"0"
5.0,"1","1",6100000.0,1.44E7,16.0,400.0,9200000.0,2800000.0,2.38E7,5600000.0,"0"
5.0,"1","1",5200000.0,1.27E7,16.0,718.0,1.17E7,100000.0,1.81E7,7200000.0,"1"
5.0,"0","1",4100000.0,1.24E7,8.0,309.0,8200000.0,1000000.0,1.3E7,3300000.0,"0"
5.0,"0","0",3200000.0,7400000.0,2.0,838.0,2200000.0,2900000.0,1.02E7,3600000.0,"1"
3.0,"0","1",7500000.0,2.16E7,14.0,678.0,8800000.0,1.21E7,2.01E7,1.12E7,"1"
2.0,"0","1",1500000.0,4500000.0,14.0,826.0,3200000.0,1700000.0,4600000.0,1600000.0,"1"
4.0,"1","1",1200000.0,3100000.0,16.0,348.0,1200000.0,2200000.0,3500000.0,1700000.0,"0"
1.0,"1","1",8400000.0,1.97E7,6.0,476.0,2.47E7,1.65E7,3.18E7,1.21E7,"0"
0.0,"0","1",7900000.0,2.63E7,8.0,666.0,4600000.0,9200000.0,1.84E7,1.18E7,"1"
1.0,"1","1",2100000.0,4300000.0,20.0,896.0,100000.0,2300000.0,7500000.0,2300000.0,"1"
2.0,"1","0",2500000.0,7000000.0,20.0,547.0,800000.0,1200000.0,5200000.0,2300000.0,"0"
2.0,"0","1",3700000.0,1.39E7,2.0,405.0,5900000.0,3200000.0,9100000.0,5500000.0,"1"
5.0,"1","0",1100000.0,4000000.0,16.0,498.0,400000.0,100000.0,2300000.0,700000.0,"0"
5.0,"1","0",6500000.0,2.48E7,8.0,779.0,7000000.0,9600000.0,1.57E7,8800000.0,"1"
0.0,"0","1",8200000.0,3.15E7,8.0,403.0,1.15E7,8800000.0,1.9E7,6100000.0,"0"
2.0,"0","0",5000000.0,1.24E7,8.0,709.0,1.13E7,6800000.0,1.33E7,4200000.0,"1"
1.0,"0","0",1500000.0,6000000.0,6.0,507.0,2600000.0,2700000.0,4800000.0,1900000.0,"0"
5.0,"0","0",3700000.0,9100000.0,18.0,368.0,3400000.0,2400000.0,8400000.0,3300000.0,"0"
3.0,"1","1",4100000.0,1.46E7,16.0,760.0,4700000.0,6600000.0,1.49E7,3000000.0,"1"
2.0,"0","0",7200000.0,1.68E7,6.0,796.0,6600000.0,6100000.0,1.44E7,9800000.0,"1"
1.0,"1","0",2000000.0,5000000.0,6.0,876.0,500000.0,2900000.0,5800000.0,1500000.0,"1"
3.0,"0","0",2000000.0,4700000.0,14.0,673.0,800000.0,3400000.0,5900000.0,1500000.0,"1"
1.0,"1","1",5100000.0,1.15E7,4.0,747.0,5000000.0,8900000.0,1.41E7,7000000.0,"1"
1.0,"0","0",6000000.0,1.36E7,12.0,589.0,9000000.0,300000.0,1.26E7,7100000.0,"1"
1.0,"1","0",4900000.0,1.81E7,8.0,382.0,1.36E7,400000.0,1.55E7,2400000.0,"0"
3.0,"0","1",900000.0,2300000.0,12.0,900.0,1300000.0,0.0,3300000.0,1100000.0,"1"
1.0,"1","1",7500000.0,2.5E7,18.0,628.0,3500000.0,2200000.0,2.17E7,4700000.0,"1"
2.0,"1","0",6400000.0,2.5E7,12.0,667.0,1.35E7,5500000.0,2.55E7,5400000.0,"1"
2.0,"1","1",8700000.0,2.64E7,2.0,778.0,8500000.0,2400000.0,2.88E7,1.03E7,"1"
4.0,"1","1",7300000.0,1.72E7,18.0,831.0,1.85E7,4300000.0,2.3E7,5200000.0,"1"
5.0,"1","0",7400000.0,2.71E7,4.0,320.0,1.98E7,1.46E7,2.52E7,9400000.0,"1"
2.0,"1","0",2700000.0,9300000.0,16.0,656.0,7700000.0,2500000.0,6400000.0,3600000.0,"1"
3.0,"1","0",3400000.0,8900000.0,6.0,896.0,4200000.0,4800000.0,1.02E7,4200000.0,"1"
3.0,"0","1",2100000.0,7400000.0,4.0,320.0,3300000.0,2700000.0,6300000.0,2200000.0,"1"
2.0,"0","0",3100000.0,1.05E7,10.0,751.0,5500000.0,5900000.0,9000000.0,1600000.0,"1"
5.0,"0","0",4700000.0,1.74E7,2.0,523.0,1.06E7,7000000.0,1.09E7,5200000.0,"1"
5.0,"1","0",3100000.0,1.05E7,6.0,584.0,7700000.0,2100000.0,1.09E7,2900000.0,"1"
2.0,"0","0",5700000.0,2.04E7,2.0,630.0,3000000.0,3100000.0,2.26E7,2900000.0,"1"
3.0,"1","1",2300000.0,8000000.0,14.0,472.0,4400000.0,3300000.0,7700000.0,1800000.0,"0"
0.0,"0","1",6600000.0,1.85E7,16.0,802.0,1.46E7,1100000.0,2.18E7,9700000.0,"1"
2.0,"1","1",2700000.0,6400000.0,18.0,547.0,5000000.0,1700000.0,9200000.0,1700000.0,"0"
1.0,"0","1",800000.0,2800000.0,16.0,726.0,2000000.0,1300000.0,3100000.0,1200000.0,"1"
1.0,"1","0",6600000.0,1.85E7,8.0,712.0,2300000.0,3200000.0,2.44E7,7600000.0,"1"
3.0,"1","0",3900000.0,1.07E7,6.0,790.0,1.06E7,1900000.0,1.25E7,2700000.0,"1"
5.0,"0","0",200000.0,600000.0,16.0,396.0,0.0,0.0,500000.0,200000.0,"0"
3.0,"1","0",2000000.0,4200000.0,6.0,831.0,1300000.0,1700000.0,6900000.0,1200000.0,"1"
2.0,"1","1",9100000.0,2.09E7,20.0,632.0,4200000.0,400000.0,3.0E7,1.32E7,"1"
3.0,"1","0",4700000.0,1.08E7,8.0,527.0,1.33E7,3100000.0,1.36E7,4800000.0,"0"
3.0,"0","1",3200000.0,1.11E7,6.0,708.0,8900000.0,5700000.0,8100000.0,1500000.0,"1"
2.0,"0","0",1700000.0,4200000.0,14.0,829.0,200000.0,1600000.0,4600000.0,1600000.0,"1"
1.0,"0","0",2600000.0,8100000.0,12.0,854.0,4500000.0,5100000.0,6300000.0,2500000.0,"1"
3.0,"0","1",2700000.0,6700000.0,14.0,899.0,2400000.0,4200000.0,6000000.0,2000000.0,"1"
0.0,"0","1",3600000.0,1.34E7,6.0,589.0,3600000.0,0.0,1.12E7,4000000.0,"1"
4.0,"1","1",7200000.0,2.6E7,6.0,571.0,4700000.0,0.0,2.26E7,4200000.0,"1"
2.0,"0","1",2500000.0,6400000.0,6.0,708.0,6900000.0,200000.0,9900000.0,3500000.0,"1"
2.0,"0","0",5500000.0,1.96E7,16.0,328.0,2400000.0,4800000.0,1.09E7,3700000.0,"0"
3.0,"1","1",9200000.0,3.35E7,8.0,564.0,2.08E7,1.52E7,2.98E7,1.14E7,"1"
3.0,"0","0",9000000.0,1.9E7,8.0,693.0,1.83E7,4500000.0,2.96E7,7200000.0,"1"
4.0,"0","1",5900000.0,1.5E7,14.0,626.0,1.64E7,4600000.0,1.76E7,8200000.0,"1"
4.0,"1","0",5600000.0,1.56E7,12.0,470.0,9900000.0,1.07E7,1.46E7,7000000.0,"0"
2.0,"0","1",3200000.0,1.25E7,8.0,849.0,400000.0,5300000.0,1.04E7,4400000.0,"1"
5.0,"0","0",9100000.0,2.78E7,16.0,547.0,2.19E7,7000000.0,3.19E7,9400000.0,"0"
0.0,"0","1",4600000.0,1.51E7,2.0,417.0,5600000.0,3900000.0,1.18E7,6600000.0,"1"
4.0,"1","0",7300000.0,1.49E7,2.0,358.0,1.36E7,1.23E7,2.04E7,7300000.0,"0"
5.0,"0","1",1300000.0,3100000.0,16.0,826.0,200000.0,1700000.0,5100000.0,1400000.0,"1"
0.0,"0","0",1800000.0,4200000.0,6.0,836.0,1300000.0,1900000.0,6800000.0,2000000.0,"1"
3.0,"1","0",500000.0,1700000.0,10.0,509.0,400000.0,300000.0,1400000.0,300000.0,"0"
2.0,"0","1",5700000.0,2.05E7,20.0,581.0,1.52E7,7800000.0,1.14E7,8500000.0,"1"
4.0,"1","0",300000.0,1100000.0,4.0,359.0,100000.0,0.0,1000000.0,200000.0,"1"
5.0,"1","1",2100000.0,7100000.0,10.0,517.0,1200000.0,2900000.0,5400000.0,1400000.0,"0"
1.0,"0","1",5700000.0,2.01E7,14.0,442.0,1.17E7,7300000.0,1.79E7,6500000.0,"0"
1.0,"0","1",1100000.0,2700000.0,16.0,346.0,1900000.0,300000.0,2200000.0,800000.0,"0"
5.0,"1","0",9300000.0,3.4E7,6.0,742.0,4200000.0,600000.0,3.28E7,8200000.0,"1"
1.0,"1","1",3500000.0,8100000.0,10.0,626.0,7100000.0,5500000.0,7200000.0,2900000.0,"1"
0.0,"0","1",8200000.0,2.88E7,4.0,619.0,9000000.0,1100000.0,2.3E7,6300000.0,"1"
2.0,"0","1",7500000.0,1.79E7,20.0,734.0,9100000.0,5500000.0,2.3E7,4900000.0,"1"
1.0,"1","1",7000000.0,2.56E7,6.0,420.0,1.51E7,1.15E7,1.53E7,8700000.0,"0"
5.0,"0","1",3900000.0,8300000.0,18.0,600.0,3900000.0,600000.0,1.04E7,5600000.0,"1"
3.0,"1","1",4700000.0,1.32E7,12.0,440.0,4000000.0,3300000.0,1.66E7,4300000.0,"0"
5.0,"0","1",1700000.0,5200000.0,16.0,820.0,1700000.0,1200000.0,4000000.0,1000000.0,"1"
0.0,"1","0",2500000.0,7800000.0,8.0,437.0,5800000.0,0.0,5800000.0,3300000.0,"0"
1.0,"0","1",400000.0,1400000.0,12.0,468.0,700000.0,0.0,1500000.0,400000.0,"0"
0.0,"0","1",2400000.0,9100000.0,8.0,368.0,2200000.0,200000.0,5600000.0,3300000.0,"0"
4.0,"1","0",5700000.0,2.19E7,2.0,871.0,3200000.0,1700000.0,1.44E7,6100000.0,"1"
1.0,"1","0",9800000.0,3.79E7,4.0,816.0,2.18E7,1.22E7,2.61E7,8500000.0,"1"
5.0,"1","0",9000000.0,3.28E7,4.0,773.0,1.06E7,4100000.0,1.89E7,1.15E7,"1"
3.0,"0","0",800000.0,3000000.0,14.0,576.0,1200000.0,1300000.0,2600000.0,400000.0,"1"
1.0,"1","0",1600000.0,4500000.0,14.0,673.0,1900000.0,2700000.0,3700000.0,1300000.0,"1"
0.0,"1","1",9800000.0,3.41E7,20.0,760.0,2.15E7,9400000.0,3.34E7,1.36E7,"1"
5.0,"0","1",2900000.0,7500000.0,12.0,678.0,3400000.0,3000000.0,1.09E7,3700000.0,"1"
4.0,"0","1",3900000.0,1.2E7,14.0,893.0,6000000.0,4700000.0,1.29E7,5200000.0,"1"
0.0,"1","1",3300000.0,9000000.0,18.0,754.0,6100000.0,3900000.0,6900000.0,4700000.0,"1"
3.0,"1","1",700000.0,2200000.0,8.0,617.0,1600000.0,400000.0,2400000.0,900000.0,"1"
3.0,"0","1",8400000.0,2.95E7,20.0,661.0,1.46E7,3400000.0,2.89E7,1.09E7,"1"
1.0,"1","1",4000000.0,1.21E7,12.0,356.0,1.05E7,2500000.0,1.56E7,5000000.0,"0"
0.0,"0","1",1900000.0,6300000.0,16.0,811.0,1100000.0,100000.0,5100000.0,1900000.0,"1"
0.0,"0","0",3900000.0,1.46E7,2.0,730.0,9200000.0,4000000.0,1.46E7,5400000.0,"1"
5.0,"0","0",7400000.0,1.8E7,2.0,792.0,5300000.0,9400000.0,1.99E7,5300000.0,"1"
5.0,"0","1",5900000.0,1.6E7,6.0,798.0,1.59E7,5000000.0,1.23E7,3100000.0,"1"
2.0,"0","0",1400000.0,2900000.0,12.0,490.0,600000.0,1600000.0,5500000.0,1300000.0,"0"
2.0,"1","1",1800000.0,5500000.0,6.0,448.0,2900000.0,300000.0,5600000.0,1300000.0,"0"
0.0,"1","1",1000000.0,3100000.0,6.0,525.0,1900000.0,1700000.0,2800000.0,1400000.0,"0"
1.0,"1","0",7400000.0,1.92E7,20.0,415.0,2200000.0,4800000.0,2.92E7,7000000.0,"0"
5.0,"1","0",2700000.0,1.06E7,16.0,496.0,800000.0,2900000.0,9700000.0,2400000.0,"0"
1.0,"0","1",3600000.0,1.31E7,8.0,543.0,2900000.0,100000.0,9900000.0,2700000.0,"0"
5.0,"1","0",7000000.0,1.84E7,12.0,520.0,4700000.0,1.19E7,1.7E7,3800000.0,"0"
4.0,"0","1",5000000.0,1.8E7,14.0,307.0,5300000.0,5600000.0,1.28E7,3300000.0,"0"
2.0,"1","0",1800000.0,5700000.0,14.0,502.0,1400000.0,1100000.0,4400000.0,1300000.0,"0"
2.0,"1","1",4700000.0,1.2E7,6.0,505.0,3400000.0,3800000.0,1.8E7,2300000.0,"0"
2.0,"0","1",6700000.0,2.31E7,4.0,304.0,1.44E7,7100000.0,2.43E7,1.0E7,"1"
5.0,"0","0",5800000.0,1.75E7,10.0,719.0,5800000.0,1900000.0,1.24E7,3100000.0,"1"
0.0,"1","1",5900000.0,2.27E7,18.0,855.0,1.34E7,6300000.0,1.45E7,4000000.0,"1"
4.0,"0","0",6000000.0,1.58E7,18.0,593.0,6800000.0,4800000.0,1.32E7,6400000.0,"1"
1.0,"0","1",700000.0,1400000.0,10.0,523.0,700000.0,1100000.0,1600000.0,900000.0,"0"
0.0,"0","1",3700000.0,1.31E7,14.0,385.0,1.06E7,6800000.0,9200000.0,4900000.0,"0"
0.0,"1","1",7100000.0,1.93E7,6.0,783.0,3900000.0,4800000.0,2.18E7,5000000.0,"1"
5.0,"1","1",1100000.0,3900000.0,2.0,538.0,400000.0,1300000.0,4300000.0,1600000.0,"1"
3.0,"0","1",9500000.0,2.01E7,2.0,506.0,1.68E7,800000.0,3.27E7,1.1E7,"0"
4.0,"0","1",2200000.0,8600000.0,2.0,461.0,1400000.0,3000000.0,4700000.0,2100000.0,"1"
4.0,"0","1",5500000.0,2.0E7,8.0,666.0,3800000.0,4700000.0,1.8E7,7900000.0,"1"
3.0,"0","1",4400000.0,1.63E7,20.0,561.0,5500000.0,8000000.0,1.2E7,4000000.0,"1"
5.0,"0","0",5000000.0,1.08E7,10.0,345.0,1.23E7,5000000.0,1.41E7,6300000.0,"0"
4.0,"0","1",6100000.0,1.25E7,14.0,862.0,1.13E7,1500000.0,2.19E7,6800000.0,"1"
3.0,"0","0",8100000.0,2.23E7,10.0,686.0,2.04E7,8700000.0,1.92E7,6200000.0,"1"
4.0,"1","1",7000000.0,1.96E7,8.0,708.0,1.76E7,2600000.0,2.43E7,4500000.0,"1"
4.0,"0","0",5600000.0,1.48E7,20.0,656.0,9600000.0,9200000.0,1.16E7,6500000.0,"1"
4.0,"1","0",1800000.0,7000000.0,14.0,743.0,2600000.0,1000000.0,4500000.0,1500000.0,"1"
2.0,"1","0",3600000.0,1.21E7,14.0,408.0,1.01E7,4200000.0,1.3E7,5400000.0,"0"
5.0,"1","0",600000.0,1300000.0,14.0,408.0,1000000.0,300000.0,1600000.0,900000.0,"0"
1.0,"1","1",4900000.0,1.65E7,12.0,439.0,7500000.0,1400000.0,1.03E7,7200000.0,"0"
3.0,"1","1",3000000.0,7100000.0,6.0,415.0,2000000.0,5700000.0,9500000.0,2500000.0,"0"
0.0,"0","1",3800000.0,1.06E7,12.0,490.0,3300000.0,6500000.0,1.44E7,3100000.0,"0"
1.0,"1","1",7600000.0,3.0E7,16.0,884.0,1.33E7,3600000.0,1.72E7,1.08E7,"1"
4.0,"1","0",7800000.0,2.54E7,18.0,425.0,3000000.0,1.4E7,3.05E7,7200000.0,"0"
0.0,"1","0",6800000.0,2.17E7,20.0,730.0,1.75E7,1300000.0,1.86E7,3600000.0,"1"
4.0,"1","1",5900000.0,1.73E7,20.0,657.0,1500000.0,5600000.0,1.3E7,4100000.0,"1"
2.0,"0","0",4900000.0,1.68E7,10.0,480.0,2200000.0,8900000.0,1.26E7,2700000.0,"0"
3.0,"0","1",1100000.0,3100000.0,16.0,356.0,1300000.0,100000.0,3000000.0,1600000.0,"0"
1.0,"0","1",9800000.0,3.6E7,12.0,629.0,2.8E7,4100000.0,2.98E7,1.12E7,"1"
1.0,"1","1",1200000.0,4700000.0,2.0,667.0,1100000.0,300000.0,4200000.0,800000.0,"1"
0.0,"0","0",4700000.0,1.15E7,18.0,559.0,7500000.0,0.0,1.87E7,2600000.0,"1"
4.0,"1","0",6700000.0,1.6E7,4.0,791.0,0.0,1.3E7,2.07E7,5200000.0,"1"
0.0,"0","1",3700000.0,1.13E7,6.0,538.0,6200000.0,400000.0,1.04E7,5400000.0,"0"
2.0,"1","0",7400000.0,1.6E7,20.0,358.0,1.67E7,5500000.0,2.68E7,4300000.0,"0"
2.0,"0","0",3300000.0,1.17E7,14.0,439.0,4000000.0,6300000.0,8300000.0,1700000.0,"0"
2.0,"1","1",4800000.0,1.53E7,12.0,503.0,3300000.0,4000000.0,1.2E7,4300000.0,"0"
4.0,"1","1",4600000.0,1.19E7,6.0,810.0,1.12E7,8200000.0,1.75E7,5200000.0,"1"
1.0,"1","1",8000000.0,3.06E7,14.0,302.0,1.27E7,1.31E7,2.39E7,6800000.0,"0"
0.0,"0","0",4100000.0,8800000.0,18.0,300.0,1.09E7,6400000.0,8600000.0,3500000.0,"0"
4.0,"0","0",2600000.0,7200000.0,16.0,612.0,1300000.0,1000000.0,5800000.0,1400000.0,"1"
3.0,"0","0",1300000.0,5000000.0,6.0,686.0,2700000.0,2000000.0,4100000.0,900000.0,"1"
0.0,"1","1",2300000.0,4900000.0,12.0,409.0,3300000.0,2400000.0,4700000.0,3200000.0,"0"
5.0,"1","0",300000.0,900000.0,6.0,492.0,800000.0,300000.0,700000.0,400000.0,"0"
0.0,"1","1",7000000.0,2.17E7,20.0,498.0,6600000.0,5500000.0,1.47E7,3900000.0,"0"
3.0,"0","1",4400000.0,1.09E7,18.0,611.0,8600000.0,6300000.0,8800000.0,3000000.0,"1"
5.0,"0","1",5100000.0,1.18E7,6.0,776.0,7600000.0,400000.0,1.05E7,4400000.0,"1"
1.0,"0","0",5900000.0,1.3E7,6.0,779.0,1.08E7,1.16E7,1.31E7,6600000.0,"1"
3.0,"1","1",7800000.0,2.72E7,16.0,560.0,3600000.0,8100000.0,2.18E7,8600000.0,"1"
4.0,"1","1",2200000.0,5100000.0,6.0,308.0,3200000.0,2600000.0,6600000.0,3100000.0,"0"
4.0,"0","0",5400000.0,1.26E7,18.0,786.0,300000.0,2500000.0,2.1E7,6600000.0,"1"
1.0,"0","0",7400000.0,2.91E7,8.0,597.0,1.21E7,4800000.0,1.63E7,7000000.0,"1"
4.0,"1","0",5800000.0,1.2E7,12.0,811.0,9400000.0,8800000.0,1.42E7,3100000.0,"1"
1.0,"1","1",5800000.0,1.3E7,12.0,862.0,1.13E7,8400000.0,1.2E7,3900000.0,"1"
3.0,"0","1",4800000.0,1.42E7,12.0,369.0,3200000.0,200000.0,1.4E7,3000000.0,"0"
1.0,"0","1",7400000.0,2.39E7,4.0,687.0,2.08E7,1.09E7,2.61E7,5600000.0,"1"
0.0,"0","1",9600000.0,1.96E7,12.0,500.0,2.15E7,700000.0,3.76E7,1.09E7,"0"
2.0,"0","1",200000.0,500000.0,6.0,746.0,400000.0,0.0,500000.0,0.0,"1"
4.0,"0","0",700000.0,2100000.0,14.0,619.0,1900000.0,700000.0,2400000.0,1000000.0,"1"
2.0,"0","0",7600000.0,1.67E7,20.0,692.0,9900000.0,9600000.0,2.51E7,7400000.0,"1"
1.0,"0","1",1400000.0,3300000.0,18.0,321.0,900000.0,1500000.0,3000000.0,700000.0,"0"
2.0,"0","1",3800000.0,1.5E7,14.0,730.0,1.08E7,2900000.0,1.07E7,3600000.0,"1"
3.0,"0","0",2700000.0,1.08E7,6.0,480.0,4400000.0,0.0,1.03E7,3500000.0,"0"
2.0,"0","1",5000000.0,1.07E7,2.0,753.0,1.26E7,9000000.0,1.15E7,5700000.0,"1"
4.0,"1","1",9000000.0,2.89E7,6.0,637.0,1.13E7,1200000.0,3.3E7,4800000.0,"1"
3.0,"1","0",3700000.0,9000000.0,6.0,483.0,9300000.0,400000.0,9900000.0,3600000.0,"0"
4.0,"0","1",300000.0,1100000.0,4.0,315.0,700000.0,100000.0,900000.0,100000.0,"1"
4.0,"1","0",1800000.0,4100000.0,8.0,777.0,2200000.0,2500000.0,3600000.0,1900000.0,"1"
2.0,"1","0",7900000.0,1.77E7,4.0,402.0,2.09E7,1.18E7,2.56E7,8400000.0,"0"
4.0,"1","1",2100000.0,7700000.0,8.0,493.0,4300000.0,400000.0,4400000.0,1300000.0,"0"
0.0,"1","1",900000.0,3100000.0,4.0,355.0,1700000.0,100000.0,3000000.0,500000.0,"1"
3.0,"1","0",9900000.0,2.36E7,18.0,557.0,1.83E7,8600000.0,2.3E7,9100000.0,"1"
0.0,"0","1",5600000.0,2.0E7,20.0,606.0,7100000.0,500000.0,2.0E7,7600000.0,"1"
1.0,"0","1",6000000.0,1.22E7,16.0,743.0,8800000.0,2600000.0,2.06E7,2900000.0,"1"
5.0,"0","0",5700000.0,1.84E7,4.0,579.0,1.28E7,4000000.0,1.72E7,4900000.0,"1"
0.0,"1","1",9000000.0,3.31E7,20.0,734.0,2800000.0,5900000.0,2.53E7,1.03E7,"1"
0.0,"1","0",7300000.0,1.61E7,2.0,490.0,7600000.0,1400000.0,2.18E7,1.07E7,"0"
5.0,"1","0",5300000.0,2.05E7,16.0,802.0,1.12E7,7100000.0,2.11E7,4100000.0,"1"
1.0,"0","1",3500000.0,7400000.0,16.0,867.0,500000.0,6600000.0,9500000.0,2100000.0,"1"
0.0,"0","0",1000000.0,2200000.0,12.0,302.0,2200000.0,400000.0,3700000.0,1400000.0,"0"
0.0,"0","0",5100000.0,1.99E7,12.0,867.0,1800000.0,7100000.0,1.83E7,5700000.0,"1"
0.0,"1","1",2900000.0,9900000.0,8.0,312.0,1800000.0,4500000.0,1.12E7,3700000.0,"0"
3.0,"0","0",7600000.0,1.91E7,14.0,762.0,1.48E7,1.5E7,2.35E7,7300000.0,"1"
5.0,"0","1",6000000.0,1.47E7,18.0,462.0,1.54E7,9700000.0,1.38E7,3500000.0,"0"
1.0,"1","0",6300000.0,1.82E7,18.0,849.0,4300000.0,5800000.0,1.55E7,5200000.0,"1"
3.0,"0","0",1900000.0,7400000.0,18.0,592.0,2300000.0,3000000.0,6000000.0,1800000.0,"1"
4.0,"1","0",600000.0,1400000.0,4.0,507.0,200000.0,300000.0,1700000.0,400000.0,"0"
2.0,"0","1",4100000.0,1.14E7,14.0,505.0,8100000.0,7500000.0,1.01E7,5500000.0,"0"
0.0,"0","1",800000.0,3200000.0,8.0,467.0,900000.0,400000.0,3100000.0,800000.0,"0"
2.0,"0","0",6600000.0,2.29E7,16.0,543.0,2500000.0,1.1E7,2.63E7,8500000.0,"0"
4.0,"1","1",300000.0,1100000.0,12.0,674.0,600000.0,0.0,800000.0,200000.0,"1"
3.0,"1","0",6100000.0,1.35E7,2.0,717.0,1.57E7,4200000.0,1.61E7,3400000.0,"1"
5.0,"0","1",4800000.0,1.7E7,10.0,666.0,6800000.0,5400000.0,1.24E7,2900000.0,"1"
4.0,"0","0",4500000.0,1.73E7,18.0,830.0,200000.0,4200000.0,1.2E7,2500000.0,"1"
2.0,"1","0",3800000.0,9400000.0,16.0,383.0,8300000.0,500000.0,9200000.0,2300000.0,"0"
2.0,"1","1",7000000.0,1.89E7,8.0,584.0,1.3E7,1.36E7,2.06E7,5000000.0,"1"
2.0,"0","0",4400000.0,1.42E7,18.0,799.0,6300000.0,7800000.0,1.08E7,2400000.0,"1"
5.0,"1","0",5300000.0,1.94E7,6.0,510.0,1.47E7,7000000.0,1.36E7,3700000.0,"0"
0.0,"0","1",2600000.0,5900000.0,6.0,572.0,5800000.0,3100000.0,7300000.0,3800000.0,"1"
3.0,"0","0",3300000.0,1.31E7,2.0,554.0,6000000.0,2500000.0,6700000.0,3800000.0,"1"
1.0,"0","1",1200000.0,4800000.0,6.0,344.0,2900000.0,1700000.0,3200000.0,1300000.0,"0"
3.0,"1","0",4300000.0,8600000.0,8.0,881.0,9100000.0,5200000.0,1.5E7,5500000.0,"1"
0.0,"0","1",8400000.0,2.72E7,10.0,514.0,2500000.0,6400000.0,2.01E7,7200000.0,"0"
0.0,"1","0",600000.0,1800000.0,18.0,796.0,1000000.0,700000.0,1200000.0,500000.0,"1"
2.0,"1","1",4700000.0,1.62E7,12.0,802.0,2300000.0,5400000.0,1.48E7,6700000.0,"1"
3.0,"1","0",4200000.0,1.25E7,20.0,375.0,1300000.0,5100000.0,1.09E7,2400000.0,"0"
2.0,"1","0",4300000.0,1.47E7,2.0,871.0,4100000.0,7300000.0,1.39E7,4400000.0,"1"
0.0,"0","0",800000.0,2900000.0,2.0,439.0,100000.0,900000.0,2700000.0,1200000.0,"1"
0.0,"0","1",9300000.0,3.2E7,8.0,438.0,2.48E7,6400000.0,3.49E7,1.24E7,"0"
5.0,"0","0",6200000.0,1.37E7,2.0,468.0,3300000.0,1.23E7,1.39E7,5500000.0,"0"
3.0,"1","1",3500000.0,1.02E7,12.0,645.0,1.04E7,5700000.0,1.0E7,2400000.0,"1"
2.0,"1","1",3600000.0,9200000.0,18.0,700.0,4400000.0,1800000.0,1.07E7,3500000.0,"1"
5.0,"1","1",9500000.0,3.67E7,16.0,348.0,3500000.0,2200000.0,3.16E7,1.14E7,"0"
5.0,"1","1",600000.0,1400000.0,10.0,877.0,1400000.0,400000.0,2000000.0,700000.0,"1"
0.0,"0","1",3800000.0,1.49E7,6.0,899.0,7800000.0,600000.0,1.24E7,2800000.0,"1"
3.0,"1","1",1400000.0,3500000.0,12.0,610.0,1200000.0,600000.0,3800000.0,1400000.0,"1"
1.0,"0","0",6300000.0,2.39E7,4.0,742.0,1500000.0,7100000.0,2.18E7,4300000.0,"1"
1.0,"0","1",2800000.0,6600000.0,18.0,801.0,4000000.0,4900000.0,7100000.0,3700000.0,"1"
4.0,"1","1",5400000.0,1.71E7,2.0,533.0,1.38E7,5100000.0,1.22E7,4700000.0,"1"
3.0,"0","1",6300000.0,2.39E7,16.0,656.0,1.27E7,9300000.0,1.52E7,5100000.0,"1"
